iso_code,year,iso_week,week_start,week_end,sCh,deaths,source,confidence_weight,disaggregation_method
BFA,2017,15,2017-04-10,2017-04-16,0.0,,JHU,0.9,observed
BFA,2017,16,2017-04-17,2017-04-23,0.0,,JHU,0.9,observed
BFA,2017,17,2017-04-24,2017-04-30,0.0,,JHU,0.9,observed
BFA,2017,18,2017-05-01,2017-05-07,0.0,,JHU,0.9,observed
BFA,2017,19,2017-05-08,2017-05-14,0.0,,JHU,0.9,observed
BFA,2017,20,2017-05-15,2017-05-21,0.0,,JHU,0.9,observed
BFA,2017,21,2017-05-22,2017-05-28,0.0,,JHU,0.9,observed
BFA,2017,22,2017-05-29,2017-06-04,0.0,,JHU,0.9,observed
BFA,2017,23,2017-06-05,2017-06-11,0.0,,JHU,0.9,observed
BFA,2017,24,2017-06-12,2017-06-18,0.0,,JHU,0.9,observed
BFA,2017,25,2017-06-19,2017-06-25,0.0,,JHU,0.9,observed
BFA,2017,26,2017-06-26,2017-07-02,0.0,,JHU,0.9,observed
BFA,2017,27,2017-07-03,2017-07-09,0.0,,JHU,0.9,observed
BFA,2017,28,2017-07-10,2017-07-16,0.0,,JHU,0.9,observed
BFA,2017,29,2017-07-17,2017-07-23,0.0,,JHU,0.9,observed
BFA,2017,30,2017-07-24,2017-07-30,0.0,,JHU,0.9,observed
BFA,2017,31,2017-07-31,2017-08-06,0.0,,JHU,0.9,observed
BFA,2017,32,2017-08-07,2017-08-13,0.0,,JHU,0.9,observed
BFA,2017,33,2017-08-14,2017-08-20,0.0,,JHU,0.9,observed
BFA,2017,34,2017-08-21,2017-08-27,0.0,,JHU,0.9,observed
BFA,2017,35,2017-08-28,2017-09-03,0.0,,JHU,0.9,observed
BFA,2017,36,2017-09-04,2017-09-10,0.0,,JHU,0.9,observed
BFA,2017,37,2017-09-11,2017-09-17,0.0,,JHU,0.9,observed
BFA,2017,38,2017-09-18,2017-09-24,0.0,,JHU,0.9,observed
BFA,2017,39,2017-09-25,2017-10-01,0.0,,JHU,0.9,observed
BFA,2017,40,2017-10-02,2017-10-08,0.0,,JHU,0.9,observed
BFA,2017,41,2017-10-09,2017-10-15,0.0,,JHU,0.9,observed
BFA,2017,42,2017-10-16,2017-10-22,0.0,,JHU,0.9,observed
BFA,2017,43,2017-10-23,2017-10-29,0.0,,JHU,0.9,observed
BFA,2017,44,2017-10-30,2017-11-05,0.0,,JHU,0.9,observed
BFA,2017,45,2017-11-06,2017-11-12,0.0,,JHU,0.9,observed
BFA,2017,46,2017-11-13,2017-11-19,0.0,,JHU,0.9,observed
BFA,2017,47,2017-11-20,2017-11-26,0.0,,JHU,0.9,observed
BFA,2017,48,2017-11-27,2017-12-03,0.0,,JHU,0.9,observed
BFA,2017,49,2017-12-04,2017-12-10,0.0,,JHU,0.9,observed
BFA,2017,50,2017-12-11,2017-12-17,0.0,,JHU,0.9,observed
BFA,2017,51,2017-12-18,2017-12-24,0.0,,JHU,0.9,observed
BFA,2017,52,2017-12-25,2017-12-31,0.0,,JHU,0.9,observed
BFA,2018,1,2018-01-01,2018-01-07,0.0,,JHU,0.9,observed
BFA,2018,2,2018-01-08,2018-01-14,0.0,,JHU,0.9,observed
BFA,2018,3,2018-01-15,2018-01-21,0.0,,JHU,0.9,observed
BFA,2018,4,2018-01-22,2018-01-28,0.0,,JHU,0.9,observed
BFA,2018,5,2018-01-29,2018-02-04,0.0,,JHU,0.9,observed
BFA,2018,6,2018-02-05,2018-02-11,0.0,,JHU,0.9,observed
BFA,2018,7,2018-02-12,2018-02-18,0.0,,JHU,0.9,observed
BFA,2018,8,2018-02-19,2018-02-25,0.0,,JHU,0.9,observed
BFA,2018,9,2018-02-26,2018-03-04,0.0,,JHU,0.9,observed
BFA,2018,10,2018-03-05,2018-03-11,0.0,,JHU,0.9,observed
BFA,2018,11,2018-03-12,2018-03-18,0.0,,JHU,0.9,observed
BFA,2018,12,2018-03-19,2018-03-25,0.0,,JHU,0.9,observed
BFA,2018,13,2018-03-26,2018-04-01,0.0,,JHU,0.9,observed
BFA,2018,14,2018-04-02,2018-04-08,0.0,,JHU,0.9,observed
BFA,2018,15,2018-04-09,2018-04-15,0.0,,JHU,0.9,observed
BFA,2018,16,2018-04-16,2018-04-22,0.0,,JHU,0.9,observed
BFA,2018,17,2018-04-23,2018-04-29,0.0,,JHU,0.9,observed
BFA,2018,18,2018-04-30,2018-05-06,0.0,,JHU,0.9,observed
BFA,2018,19,2018-05-07,2018-05-13,0.0,,JHU,0.9,observed
BFA,2018,20,2018-05-14,2018-05-20,0.0,,JHU,0.9,observed
BFA,2018,21,2018-05-21,2018-05-27,0.0,,JHU,0.9,observed
BFA,2018,22,2018-05-28,2018-06-03,0.0,,JHU,0.9,observed
BFA,2018,23,2018-06-04,2018-06-10,0.0,,JHU,0.9,observed
BFA,2018,24,2018-06-11,2018-06-17,0.0,,JHU,0.9,observed
BFA,2018,25,2018-06-18,2018-06-24,0.0,,JHU,0.9,observed
BFA,2018,26,2018-06-25,2018-07-01,0.0,,JHU,0.9,observed
BFA,2018,27,2018-07-02,2018-07-08,0.0,,JHU,0.9,observed
BFA,2018,28,2018-07-09,2018-07-15,0.0,,JHU,0.9,observed
BFA,2018,29,2018-07-16,2018-07-22,0.0,,JHU,0.9,observed
BFA,2018,30,2018-07-23,2018-07-29,0.0,,JHU,0.9,observed
BFA,2018,31,2018-07-30,2018-08-05,0.0,,JHU,0.9,observed
BFA,2018,32,2018-08-06,2018-08-12,0.0,,JHU,0.9,observed
BFA,2018,33,2018-08-13,2018-08-19,0.0,,JHU,0.9,observed
BFA,2018,34,2018-08-20,2018-08-26,0.0,,JHU,0.9,observed
BFA,2018,35,2018-08-27,2018-09-02,0.0,,JHU,0.9,observed
BFA,2018,36,2018-09-03,2018-09-09,0.0,,JHU,0.9,observed
BFA,2018,37,2018-09-10,2018-09-16,0.0,,JHU,0.9,observed
BFA,2018,38,2018-09-17,2018-09-23,0.0,,JHU,0.9,observed
BFA,2018,39,2018-09-24,2018-09-30,0.0,,JHU,0.9,observed
BFA,2018,40,2018-10-01,2018-10-07,0.0,,JHU,0.9,observed
BFA,2018,41,2018-10-08,2018-10-14,0.0,,JHU,0.9,observed
BFA,2018,42,2018-10-15,2018-10-21,0.0,,JHU,0.9,observed
BFA,2018,43,2018-10-22,2018-10-28,0.0,,JHU,0.9,observed
BFA,2018,44,2018-10-29,2018-11-04,0.0,,JHU,0.9,observed
BFA,2018,45,2018-11-05,2018-11-11,0.0,,JHU,0.9,observed
BFA,2018,46,2018-11-12,2018-11-18,0.0,,JHU,0.9,observed
BFA,2018,47,2018-11-19,2018-11-25,0.0,,JHU,0.9,observed
BFA,2018,48,2018-11-26,2018-12-02,0.0,,JHU,0.9,observed
BFA,2018,49,2018-12-03,2018-12-09,0.0,,JHU,0.9,observed
BFA,2018,50,2018-12-10,2018-12-16,0.0,,JHU,0.9,observed
BFA,2018,51,2018-12-17,2018-12-23,0.0,,JHU,0.9,observed
BFA,2018,52,2018-12-24,2018-12-30,0.0,,JHU,0.9,observed
BFA,2019,1,2018-12-31,2019-01-06,0.0,0.0,JHU,0.9,observed
BFA,2019,2,2019-01-07,2019-01-13,0.0,0.0,JHU,0.9,observed
BFA,2019,3,2019-01-14,2019-01-20,0.0,0.0,JHU,0.9,observed
BFA,2019,4,2019-01-21,2019-01-27,0.0,0.0,JHU,0.9,observed
BFA,2019,5,2019-01-28,2019-02-03,0.0,0.0,JHU,0.9,observed
BFA,2019,6,2019-02-04,2019-02-10,0.0,0.0,JHU,0.9,observed
BFA,2019,7,2019-02-11,2019-02-17,0.0,0.0,JHU,0.9,observed
BFA,2019,8,2019-02-18,2019-02-24,0.0,0.0,JHU,0.9,observed
BFA,2019,9,2019-02-25,2019-03-03,0.0,0.0,JHU,0.9,observed
BFA,2019,10,2019-03-04,2019-03-10,0.0,0.0,JHU,0.9,observed
BFA,2019,11,2019-03-11,2019-03-17,0.0,0.0,JHU,0.9,observed
BFA,2019,12,2019-03-18,2019-03-24,0.0,0.0,JHU,0.9,observed
BFA,2019,13,2019-03-25,2019-03-31,0.0,0.0,JHU,0.9,observed
BFA,2019,14,2019-04-01,2019-04-07,0.0,0.0,JHU,0.9,observed
BFA,2019,15,2019-04-08,2019-04-14,0.0,0.0,JHU,0.9,observed
BFA,2019,16,2019-04-15,2019-04-21,0.0,0.0,JHU,0.9,observed
BFA,2019,17,2019-04-22,2019-04-28,0.0,0.0,JHU,0.9,observed
BFA,2019,18,2019-04-29,2019-05-05,0.0,0.0,JHU,0.9,observed
BFA,2019,19,2019-05-06,2019-05-12,0.0,0.0,JHU,0.9,observed
BFA,2019,20,2019-05-13,2019-05-19,0.0,0.0,JHU,0.9,observed
BFA,2019,21,2019-05-20,2019-05-26,0.0,0.0,JHU,0.9,observed
BFA,2019,22,2019-05-27,2019-06-02,0.0,0.0,JHU,0.9,observed
BFA,2019,23,2019-06-03,2019-06-09,0.0,0.0,JHU,0.9,observed
BFA,2019,24,2019-06-10,2019-06-16,0.0,0.0,JHU,0.9,observed
BFA,2019,25,2019-06-17,2019-06-23,0.0,0.0,JHU,0.9,observed
BFA,2019,26,2019-06-24,2019-06-30,0.0,0.0,JHU,0.9,observed
BFA,2019,27,2019-07-01,2019-07-07,0.0,0.0,JHU,0.9,observed
BFA,2019,28,2019-07-08,2019-07-14,0.0,0.0,JHU,0.9,observed
BFA,2019,29,2019-07-15,2019-07-21,0.0,0.0,JHU,0.9,observed
BFA,2019,30,2019-07-22,2019-07-28,0.0,0.0,JHU,0.9,observed
BFA,2019,31,2019-07-29,2019-08-04,0.0,0.0,JHU,0.9,observed
BFA,2019,32,2019-08-05,2019-08-11,0.0,0.0,JHU,0.9,observed
BFA,2019,33,2019-08-12,2019-08-18,0.0,0.0,JHU,0.9,observed
BFA,2019,34,2019-08-19,2019-08-25,0.0,0.0,JHU,0.9,observed
BFA,2019,35,2019-08-26,2019-09-01,0.0,0.0,JHU,0.9,observed
BFA,2019,36,2019-09-02,2019-09-08,0.0,0.0,JHU,0.9,observed
BFA,2019,37,2019-09-09,2019-09-15,0.0,0.0,JHU,0.9,observed
BFA,2019,38,2019-09-16,2019-09-22,0.0,0.0,JHU,0.9,observed
BFA,2019,39,2019-09-23,2019-09-29,0.0,0.0,JHU,0.9,observed
BFA,2019,40,2019-09-30,2019-10-06,0.0,0.0,JHU,0.9,observed
BFA,2019,41,2019-10-07,2019-10-13,0.0,0.0,JHU,0.9,observed
BFA,2019,42,2019-10-14,2019-10-20,0.0,0.0,JHU,0.9,observed
BFA,2019,43,2019-10-21,2019-10-27,0.0,0.0,JHU,0.9,observed
BFA,2019,44,2019-10-28,2019-11-03,0.0,0.0,JHU,0.9,observed
BFA,2019,45,2019-11-04,2019-11-10,0.0,0.0,JHU,0.9,observed
BFA,2019,46,2019-11-11,2019-11-17,0.0,0.0,JHU,0.9,observed
BFA,2019,47,2019-11-18,2019-11-24,0.0,0.0,JHU,0.9,observed
BFA,2019,48,2019-11-25,2019-12-01,0.0,0.0,JHU,0.9,observed
BFA,2019,49,2019-12-02,2019-12-08,0.0,0.0,JHU,0.9,observed
BFA,2019,50,2019-12-09,2019-12-15,0.0,0.0,JHU,0.9,observed
BFA,2019,51,2019-12-16,2019-12-22,0.0,0.0,JHU,0.9,observed
BFA,2019,52,2019-12-23,2019-12-29,0.0,0.0,JHU,0.9,observed
BFA,2020,1,2019-12-30,2020-01-05,0.0,,JHU,0.63,observed
BFA,2020,2,2020-01-06,2020-01-12,0.0,,JHU,0.63,observed
BFA,2020,3,2020-01-13,2020-01-19,0.0,,JHU,0.63,observed
BFA,2020,4,2020-01-20,2020-01-26,0.0,,JHU,0.63,observed
BFA,2020,5,2020-01-27,2020-02-02,0.0,,JHU,0.63,observed
BFA,2020,6,2020-02-03,2020-02-09,0.0,,JHU,0.63,observed
BFA,2020,7,2020-02-10,2020-02-16,0.0,,JHU,0.63,observed
BFA,2020,8,2020-02-17,2020-02-23,0.0,,JHU,0.63,observed
BFA,2020,9,2020-02-24,2020-03-01,0.0,,JHU,0.63,observed
BFA,2020,10,2020-03-02,2020-03-08,0.0,,JHU,0.63,observed
BFA,2020,11,2020-03-09,2020-03-15,0.0,,JHU,0.63,observed
BFA,2020,12,2020-03-16,2020-03-22,0.0,,JHU,0.63,observed
BFA,2020,13,2020-03-23,2020-03-29,0.0,,JHU,0.63,observed
BFA,2020,14,2020-03-30,2020-04-05,0.0,,JHU,0.63,observed
BFA,2020,15,2020-04-06,2020-04-12,0.0,,JHU,0.63,observed
BFA,2020,16,2020-04-13,2020-04-19,0.0,,JHU,0.63,observed
BFA,2020,17,2020-04-20,2020-04-26,0.0,,JHU,0.63,observed
BFA,2020,18,2020-04-27,2020-05-03,0.0,,JHU,0.63,observed
BFA,2020,19,2020-05-04,2020-05-10,0.0,,JHU,0.63,observed
BFA,2020,20,2020-05-11,2020-05-17,0.0,,JHU,0.63,observed
BFA,2020,21,2020-05-18,2020-05-24,0.0,,JHU,0.63,observed
BFA,2020,22,2020-05-25,2020-05-31,0.0,,JHU,0.63,observed
BFA,2020,23,2020-06-01,2020-06-07,0.0,,JHU,0.63,observed
BFA,2020,24,2020-06-08,2020-06-14,0.0,,JHU,0.63,observed
BFA,2020,25,2020-06-15,2020-06-21,0.0,,JHU,0.63,observed
BFA,2020,26,2020-06-22,2020-06-28,0.0,,JHU,0.63,observed
BFA,2020,27,2020-06-29,2020-07-05,0.0,,JHU,0.63,observed
BFA,2020,28,2020-07-06,2020-07-12,0.0,,JHU,0.63,observed
BFA,2020,29,2020-07-13,2020-07-19,0.0,,JHU,0.63,observed
BFA,2020,30,2020-07-20,2020-07-26,0.0,,JHU,0.63,observed
BFA,2020,31,2020-07-27,2020-08-02,0.0,,JHU,0.63,observed
BFA,2020,32,2020-08-03,2020-08-09,0.0,,JHU,0.63,observed
BFA,2020,33,2020-08-10,2020-08-16,0.0,,JHU,0.63,observed
BFA,2020,34,2020-08-17,2020-08-23,0.0,,JHU,0.63,observed
BFA,2020,35,2020-08-24,2020-08-30,0.0,,JHU,0.63,observed
BFA,2020,36,2020-08-31,2020-09-06,0.0,,JHU,0.63,observed
BFA,2020,37,2020-09-07,2020-09-13,0.0,,JHU,0.63,observed
BFA,2020,38,2020-09-14,2020-09-20,0.0,,JHU,0.63,observed
BFA,2020,39,2020-09-21,2020-09-27,0.0,,JHU,0.63,observed
BFA,2020,40,2020-09-28,2020-10-04,0.0,,JHU,0.63,observed
BFA,2020,41,2020-10-05,2020-10-11,0.0,,JHU,0.63,observed
BFA,2020,42,2020-10-12,2020-10-18,0.0,,JHU,0.63,observed
BFA,2020,43,2020-10-19,2020-10-25,0.0,,JHU,0.63,observed
BFA,2020,44,2020-10-26,2020-11-01,0.0,,JHU,0.63,observed
BFA,2020,45,2020-11-02,2020-11-08,0.0,,JHU,0.63,observed
BFA,2020,46,2020-11-09,2020-11-15,0.0,,JHU,0.9,observed
BFA,2020,47,2020-11-16,2020-11-22,0.0,,JHU,0.9,observed
BFA,2020,48,2020-11-23,2020-11-29,0.0,,JHU,0.9,observed
BFA,2020,49,2020-11-30,2020-12-06,0.0,,JHU,0.9,observed
BFA,2020,50,2020-12-07,2020-12-13,0.0,,JHU,0.9,observed
BFA,2020,51,2020-12-14,2020-12-20,0.0,,JHU,0.9,observed
BFA,2020,52,2020-12-21,2020-12-27,0.0,,JHU,0.9,observed
BFA,2020,53,2020-12-28,2021-01-03,0.0,,JHU,0.9,observed
BFA,2021,1,2021-01-04,2021-01-10,0.0,,JHU,0.9,observed
BFA,2021,2,2021-01-11,2021-01-17,0.0,,JHU,0.9,observed
BFA,2021,3,2021-01-18,2021-01-24,0.0,,JHU,0.9,observed
BFA,2021,4,2021-01-25,2021-01-31,0.0,,JHU,0.9,observed
BFA,2021,5,2021-02-01,2021-02-07,0.0,,JHU,0.9,observed
BFA,2021,6,2021-02-08,2021-02-14,0.0,,JHU,0.9,observed
BFA,2021,7,2021-02-15,2021-02-21,0.0,,JHU,0.9,observed
BFA,2021,8,2021-02-22,2021-02-28,0.0,,JHU,0.9,observed
BFA,2021,9,2021-03-01,2021-03-07,0.0,,JHU,0.9,observed
BFA,2021,10,2021-03-08,2021-03-14,0.0,,JHU,0.9,observed
BFA,2021,11,2021-03-15,2021-03-21,0.0,,JHU,0.9,observed
BFA,2021,12,2021-03-22,2021-03-28,0.0,,JHU,0.9,observed
BFA,2021,13,2021-03-29,2021-04-04,0.0,,JHU,0.9,observed
BFA,2021,14,2021-04-05,2021-04-11,0.0,,JHU,0.9,observed
BFA,2021,15,2021-04-12,2021-04-18,0.0,,JHU,0.9,observed
BFA,2021,16,2021-04-19,2021-04-25,0.0,,JHU,0.9,observed
BFA,2021,17,2021-04-26,2021-05-02,0.0,,JHU,0.9,observed
BFA,2021,18,2021-05-03,2021-05-09,0.0,,JHU,0.9,observed
BFA,2021,19,2021-05-10,2021-05-16,0.0,,JHU,0.9,observed
BFA,2021,20,2021-05-17,2021-05-23,0.0,,JHU,0.9,observed
BFA,2021,21,2021-05-24,2021-05-30,0.0,,JHU,0.9,observed
BFA,2021,22,2021-05-31,2021-06-06,0.0,,JHU,0.9,observed
BFA,2021,23,2021-06-07,2021-06-13,0.0,,JHU,0.9,observed
BFA,2021,24,2021-06-14,2021-06-20,0.0,,JHU,0.9,observed
BFA,2021,25,2021-06-21,2021-06-27,0.0,,JHU,0.9,observed
BFA,2021,26,2021-06-28,2021-07-04,0.0,,JHU,0.9,observed
BFA,2021,27,2021-07-05,2021-07-11,0.0,,JHU,0.9,observed
BFA,2021,28,2021-07-12,2021-07-18,0.0,0.0,none,0.5,assumed_zero
BFA,2021,29,2021-07-19,2021-07-25,0.0,0.0,none,0.5,assumed_zero
BFA,2021,30,2021-07-26,2021-08-01,0.0,,JHU,0.9,observed
BFA,2021,31,2021-08-02,2021-08-08,0.0,,JHU,0.9,observed
BFA,2021,32,2021-08-09,2021-08-15,1.0,,JHU,0.9,observed
BFA,2021,33,2021-08-16,2021-08-22,0.0,,JHU,0.9,observed
BFA,2021,34,2021-08-23,2021-08-29,1.0,,JHU,0.9,observed
BFA,2021,35,2021-08-30,2021-09-05,0.0,,JHU,0.9,observed
BFA,2021,36,2021-09-06,2021-09-12,0.0,,JHU,0.9,observed
BFA,2021,37,2021-09-13,2021-09-19,1.0,,JHU,0.9,observed
BFA,2021,38,2021-09-20,2021-09-26,0.0,,JHU,0.9,observed
BFA,2021,39,2021-09-27,2021-10-03,0.0,,JHU,0.9,observed
BFA,2021,40,2021-10-04,2021-10-10,0.0,,JHU,0.9,observed
BFA,2021,41,2021-10-11,2021-10-17,0.0,,JHU,0.9,observed
BFA,2021,42,2021-10-18,2021-10-24,0.0,,JHU,0.9,observed
BFA,2021,43,2021-10-25,2021-10-31,0.0,,JHU,0.9,observed
BFA,2021,44,2021-11-01,2021-11-07,0.0,,JHU,0.9,observed
BFA,2021,45,2021-11-08,2021-11-14,0.0,,JHU,0.9,observed
BFA,2021,46,2021-11-15,2021-11-21,0.0,,JHU,0.9,observed
BFA,2021,47,2021-11-22,2021-11-28,0.0,,JHU,0.9,observed
BFA,2021,48,2021-11-29,2021-12-05,0.0,,JHU,0.9,observed
BFA,2021,49,2021-12-06,2021-12-12,0.0,,JHU,0.9,observed
BFA,2021,50,2021-12-13,2021-12-19,0.0,,JHU,0.9,observed
BFA,2021,51,2021-12-20,2021-12-26,0.0,,JHU,0.9,observed
BFA,2021,52,2021-12-27,2022-01-02,0.0,,JHU,0.9,observed
BFA,2022,1,2022-01-03,2022-01-09,0.0,,JHU,0.9,observed
BFA,2022,2,2022-01-10,2022-01-16,0.0,,JHU,0.9,observed
BFA,2022,3,2022-01-17,2022-01-23,0.0,,JHU,0.9,observed
BFA,2022,4,2022-01-24,2022-01-30,0.0,,JHU,0.9,observed
BFA,2022,5,2022-01-31,2022-02-06,0.0,,JHU,0.9,observed
BFA,2022,6,2022-02-07,2022-02-13,0.0,,JHU,0.9,observed
BFA,2022,7,2022-02-14,2022-02-20,0.0,,JHU,0.9,observed
BFA,2022,8,2022-02-21,2022-02-27,0.0,,JHU,0.9,observed
BFA,2022,9,2022-02-28,2022-03-06,0.0,,JHU,0.9,observed
BFA,2022,10,2022-03-07,2022-03-13,0.0,,JHU,0.9,observed
BFA,2022,11,2022-03-14,2022-03-20,0.0,,JHU,0.9,observed
BFA,2022,12,2022-03-21,2022-03-27,0.0,,JHU,0.9,observed
BFA,2022,13,2022-03-28,2022-04-03,0.0,,JHU,0.9,observed
BFA,2022,14,2022-04-04,2022-04-10,0.0,,JHU,0.9,observed
BFA,2022,15,2022-04-11,2022-04-17,0.0,,JHU,0.9,observed
BFA,2022,16,2022-04-18,2022-04-24,0.0,,JHU,0.9,observed
BFA,2022,17,2022-04-25,2022-05-01,0.0,,JHU,0.9,observed
BFA,2022,18,2022-05-02,2022-05-08,0.0,,JHU,0.9,observed
BFA,2022,19,2022-05-09,2022-05-15,0.0,,JHU,0.9,observed
BFA,2022,20,2022-05-16,2022-05-22,0.0,,JHU,0.9,observed
BFA,2022,21,2022-05-23,2022-05-29,0.0,,JHU,0.9,observed
BFA,2022,22,2022-05-30,2022-06-05,0.0,,JHU,0.9,observed
BFA,2022,23,2022-06-06,2022-06-12,0.0,,JHU,0.9,observed
BFA,2022,24,2022-06-13,2022-06-19,0.0,,JHU,0.9,observed
BFA,2022,25,2022-06-20,2022-06-26,0.0,,JHU,0.9,observed
BFA,2022,26,2022-06-27,2022-07-03,2.0,0.0,JHU,0.95,observed
BFA,2022,27,2022-07-04,2022-07-10,2.0,,JHU,0.9,observed
BFA,2022,28,2022-07-11,2022-07-17,1.0,,JHU,0.9,observed
BFA,2022,29,2022-07-18,2022-07-24,0.0,,JHU,0.9,observed
BFA,2022,30,2022-07-25,2022-07-31,0.0,,JHU,0.9,observed
BFA,2022,31,2022-08-01,2022-08-07,0.0,,JHU,0.9,observed
BFA,2022,32,2022-08-08,2022-08-14,0.0,,JHU,0.9,observed
BFA,2022,33,2022-08-15,2022-08-21,0.0,,JHU,0.9,observed
BFA,2022,34,2022-08-22,2022-08-28,0.0,,JHU,0.9,observed
BFA,2022,35,2022-08-29,2022-09-04,0.0,,JHU,0.9,observed
BFA,2022,36,2022-09-05,2022-09-11,0.0,,JHU,0.9,observed
BFA,2022,37,2022-09-12,2022-09-18,0.0,,JHU,0.9,observed
BFA,2022,38,2022-09-19,2022-09-25,0.0,,JHU,0.9,observed
BFA,2022,39,2022-09-26,2022-10-02,0.0,,JHU,0.9,observed
BFA,2022,40,2022-10-03,2022-10-09,0.0,,JHU,0.9,observed
BFA,2022,41,2022-10-10,2022-10-16,0.0,,JHU,0.9,observed
BFA,2022,42,2022-10-17,2022-10-23,0.0,,JHU,0.9,observed
BFA,2022,43,2022-10-24,2022-10-30,0.0,,JHU,0.9,observed
BFA,2022,44,2022-10-31,2022-11-06,0.0,,JHU,0.9,observed
BFA,2022,45,2022-11-07,2022-11-13,0.0,,JHU,0.9,observed
BFA,2022,46,2022-11-14,2022-11-20,0.0,,JHU,0.9,observed
BFA,2022,47,2022-11-21,2022-11-27,0.0,,JHU,0.9,observed
BFA,2022,48,2022-11-28,2022-12-04,0.0,,JHU,0.9,observed
BFA,2022,49,2022-12-05,2022-12-11,0.0,,JHU,0.9,observed
BFA,2022,50,2022-12-12,2022-12-18,0.0,,JHU,0.9,observed
BFA,2022,51,2022-12-19,2022-12-25,0.0,,JHU,0.9,observed
BFA,2022,52,2022-12-26,2023-01-01,0.0,,JHU,0.9,observed
BFA,2023,1,2023-01-02,2023-01-08,0.0,0.0,JHU,0.9,observed
BFA,2023,2,2023-01-09,2023-01-15,0.0,0.0,JHU,0.9,observed
BFA,2023,3,2023-01-16,2023-01-22,0.0,0.0,JHU,0.9,observed
BFA,2023,4,2023-01-23,2023-01-29,0.0,0.0,JHU,0.9,observed
BFA,2023,5,2023-01-30,2023-02-05,0.0,0.0,JHU,0.9,observed
BFA,2023,6,2023-02-06,2023-02-12,0.0,0.0,JHU,0.9,observed
BFA,2023,7,2023-02-13,2023-02-19,0.0,0.0,JHU,0.9,observed
BFA,2023,8,2023-02-20,2023-02-26,0.0,0.0,JHU,0.9,observed
BFA,2023,9,2023-02-27,2023-03-05,0.0,0.0,JHU,0.9,observed
BFA,2023,10,2023-03-06,2023-03-12,0.0,0.0,JHU,0.9,observed
BFA,2023,11,2023-03-13,2023-03-19,0.0,0.0,JHU,0.9,observed
BFA,2023,12,2023-03-20,2023-03-26,0.0,0.0,JHU,0.9,observed
BFA,2023,13,2023-03-27,2023-04-02,0.0,0.0,JHU,0.9,observed
BFA,2023,14,2023-04-03,2023-04-09,0.0,0.0,JHU,0.9,observed
BFA,2023,15,2023-04-10,2023-04-16,0.0,0.0,JHU,0.9,observed
BFA,2023,16,2023-04-17,2023-04-23,0.0,0.0,JHU,0.9,observed
BFA,2023,17,2023-04-24,2023-04-30,0.0,0.0,JHU,0.9,observed
BFA,2023,18,2023-05-01,2023-05-07,0.0,0.0,JHU,0.9,observed
BFA,2023,19,2023-05-08,2023-05-14,0.0,0.0,JHU,0.9,observed
BFA,2023,20,2023-05-15,2023-05-21,0.0,0.0,JHU,0.9,observed
BFA,2023,21,2023-05-22,2023-05-28,0.0,0.0,JHU,0.9,observed
BFA,2023,22,2023-05-29,2023-06-04,0.0,0.0,JHU,0.9,observed
BFA,2023,23,2023-06-05,2023-06-11,0.0,0.0,JHU,0.9,observed
BFA,2023,24,2023-06-12,2023-06-18,0.0,0.0,JHU,0.9,observed
BFA,2023,25,2023-06-19,2023-06-25,0.0,0.0,JHU,0.9,observed
BFA,2023,26,2023-06-26,2023-07-02,0.0,0.0,JHU,0.9,observed
BFA,2023,27,2023-07-03,2023-07-09,0.0,0.0,JHU,0.9,observed
BFA,2023,28,2023-07-10,2023-07-16,0.0,0.0,JHU,0.9,observed
BFA,2023,29,2023-07-17,2023-07-23,0.0,0.0,JHU,0.9,observed
BFA,2023,30,2023-07-24,2023-07-30,0.0,0.0,JHU,0.9,observed
BFA,2023,31,2023-07-31,2023-08-06,0.0,0.0,JHU,0.9,observed
BFA,2023,32,2023-08-07,2023-08-13,0.0,0.0,JHU,0.9,observed
BFA,2023,33,2023-08-14,2023-08-20,0.0,0.0,JHU,0.9,observed
BFA,2023,34,2023-08-21,2023-08-27,0.0,0.0,JHU,0.9,observed
BFA,2023,35,2023-08-28,2023-09-03,0.0,0.0,JHU,0.9,observed
BFA,2023,36,2023-09-04,2023-09-10,0.0,0.0,JHU,0.9,observed
BFA,2023,37,2023-09-11,2023-09-17,0.0,0.0,JHU,0.9,observed
BFA,2023,38,2023-09-18,2023-09-24,0.0,0.0,JHU,0.9,observed
BFA,2023,39,2023-09-25,2023-10-01,0.0,0.0,JHU,0.9,observed
BFA,2023,40,2023-10-02,2023-10-08,0.0,0.0,JHU,0.9,observed
BFA,2023,41,2023-10-09,2023-10-15,0.0,0.0,JHU,0.9,observed
BFA,2023,42,2023-10-16,2023-10-22,0.0,0.0,JHU,0.9,observed
BFA,2023,43,2023-10-23,2023-10-29,0.0,0.0,JHU,0.9,observed
BFA,2023,44,2023-10-30,2023-11-05,0.0,0.0,JHU,0.9,observed
BFA,2023,45,2023-11-06,2023-11-12,0.0,0.0,JHU,0.9,observed
BFA,2023,46,2023-11-13,2023-11-19,0.0,0.0,JHU,0.9,observed
BFA,2023,47,2023-11-20,2023-11-26,0.0,0.0,JHU,0.9,observed
BFA,2023,48,2023-11-27,2023-12-03,0.0,0.0,JHU,0.9,observed
BFA,2023,49,2023-12-04,2023-12-10,0.0,0.0,JHU,0.9,observed
BFA,2023,50,2023-12-11,2023-12-17,0.0,0.0,JHU,0.9,observed
